,timestamp,prices,total_volume,market_caps,Vol_Mcap_ratio,Open,High,Low,Close,Volume,Close Time,Date,moving_avg_Vol_MCap,Un_Norm_Vol_MCap,Heiken_color,Greater,Slope,Pivot
0,1625443200000.0,83.29048396017858,8336981.453273526,117331875.89249866,0.07105470180083034,83.01,166.68,80.11,101.5,545392.13,1625529599999.0,2021-07-05,,,green,,,top
1,1625529600000.0,102.05849140443765,170404035.5714726,144088072.6928069,1.182638037880976,101.13,120.46,100.2,101.08,184991.74,1625615999999.0,2021-07-06,,,green,1.0,-0.41,
2,1625616000000.0,101.69587720779376,55953565.51691378,144952630.13299352,0.38601276476029844,101.35,106.0,92.0,92.27,53473.79,1625702399999.0,2021-07-07,,,red,,-8.72,
3,1625702400000.0,93.6647749790197,19629713.498190515,132144504.05431527,0.14854733186725744,92.27,93.33,81.15,83.21,39322.92,1625788799999.0,2021-07-08,,,red,,-9.82,
4,1625788800000.0,84.63812771900251,16575661.87529309,119265042.6338278,0.13898172934196934,83.47,93.44,78.14,89.5,24703.61,1625875199999.0,2021-07-09,,,red,,7.56,
5,1625875200000.0,91.86586653346964,13180615.505292851,128210182.39975289,0.10280474809868344,89.54,103.5,88.44,93.59,90594.76,1625961599999.0,2021-07-10,,,green,,4.57,
6,1625961600000.0,95.06640386353249,39883204.320189506,134989168.4289622,0.29545484859533727,93.74,94.52,88.02,90.53,22146.18,1626047999999.0,2021-07-11,,,green,1.0,-3.27,
7,1626048000000.0,90.73209476571225,10941095.68967533,127925285.92452781,0.08552723263898161,90.74,91.58,84.29,85.58,12881.6,1626134399999.0,2021-07-12,,,red,,-5.47,
8,1626134400000.0,86.02607307927498,7560582.896197596,121470111.45305046,0.062242331103152436,85.6,92.0,81.06,81.5,14450.12,1626220799999.0,2021-07-13,,,red,,-4.77,
9,1626220800000.0,81.16954621183478,8728765.439010242,114625339.98717347,0.0761503995537722,81.52,87.47,76.6,80.93,18432.21,1626307199999.0,2021-07-14,,,red,1.0,-0.7,
10,1626307200000.0,80.68723420525441,7754389.048937884,113354488.67343509,0.06840831042233923,80.92,84.63,75.08,76.88,13842.61,1626393599999.0,2021-07-15,,,red,,-5.0,
11,1626393600000.0,76.97561030723975,6775799.621417035,108632473.26097192,0.062373610928835935,76.82,89.97,74.48,76.33,42507.96,1626479999999.0,2021-07-16,,,red,,-0.72,
12,1626480000000.0,76.33352637920022,13879975.327936511,107521415.85418291,0.1290903325413803,76.27,83.99,74.97,77.36,23985.97,1626566399999.0,2021-07-17,,,red,1.0,1.35,
13,1626566400000.0,77.47425613530943,10177578.729268113,109537875.39934263,0.09291378614167636,77.11,79.01,75.01,76.2,8096.79,1626652799999.0,2021-07-18,0.2073000118339636,,red,,-1.5,
14,1626652800000.0,76.63733365702089,3768477.3134725345,107899582.28278625,0.03492578222959199,76.23,77.07,67.78,68.12,25321.29,1626739199999.0,2021-07-19,0.20471937472173227,,red,,-10.6,
15,1626739200000.0,68.16534703714049,7115218.095967081,96104061.98606569,0.07403660104396764,68.24,68.36,63.0,64.47,11835.76,1626825599999.0,2021-07-20,0.1255335578048031,,red,1.0,-5.36,bottom
16,1626825600000.0,64.90420824328751,7411903.441346757,91474185.51366173,0.08102726905657755,64.45,79.39,63.2,71.02,25619.46,1626911999999.0,2021-07-21,0.10374887954025162,,red,,10.16,
17,1626912000000.0,71.72007974687392,20918265.890733548,101861601.10491738,0.2053596808201331,71.38,73.39,68.62,70.29,13314.26,1626998399999.0,2021-07-22,0.10780690446545703,,green,1.0,-1.03,
18,1626998400000.0,70.47593279576657,13931578.2224633,100534370.87204503,0.13857527631216487,70.29,72.68,68.81,72.15,8651.77,1627084799999.0,2021-07-23,0.10777787210618528,,green,,2.65,
19,1627084800000.0,72.08868649632167,10080221.65926125,102354399.4050007,0.09848352115648058,72.17,75.5,69.01,70.38,10388.75,1627171199999.0,2021-07-24,0.10746921303888508,,green,,-2.45,
20,1627171200000.0,70.4631884935613,9852793.106742743,99732035.42129393,0.09879266040367064,70.38,77.5,69.7,74.87,11177.4,1627257599999.0,2021-07-25,0.09342191388233746,,green,,6.38,
21,1627257600000.0,75.57723133205994,13583539.337252533,106002972.64468004,0.1281430039022047,74.55,80.0,70.92,71.14,14458.07,1627343999999.0,2021-07-26,0.09646589754399626,,green,1.0,-4.98,
22,1627344000000.0,71.66609640262251,14668231.778869264,101828289.83816658,0.14404869022332747,71.73,72.91,68.33,72.36,7205.99,1627430399999.0,2021-07-27,0.10230920890972303,,red,1.0,1.71,
23,1627430400000.0,72.44988757562457,10442953.586299986,102644205.84347947,0.10173933833366378,72.36,74.37,70.51,72.52,9275.69,1627516799999.0,2021-07-28,0.10413699025114388,,green,,0.22,
24,1627516800000.0,72.57456148181868,9884014.657462329,102912339.90172437,0.09604304660549959,72.72,73.5,71.6,73.0,4815.87,1627603199999.0,2021-07-29,0.10611089997851246,,green,,0.66,
25,1627603200000.0,73.09316584826057,8872704.833547657,103801275.55329175,0.08547780156123799,73.02,83.67,71.9,78.58,21658.26,1627689599999.0,2021-07-30,0.10776119930939831,,green,,7.64,
26,1627689600000.0,78.12496518031142,18617799.890969943,110806937.1210955,0.16802016529545852,78.58,78.99,76.22,78.71,4642.12,1627775999999.0,2021-07-31,0.11054190164897534,,green,1.0,0.17,
27,1627776000000.0,78.95727805314483,8481689.308255985,112175192.12564756,0.07561109678114601,78.66,98.54,77.47,83.56,71799.45,1627862399999.0,2021-08-01,0.10930599526608031,,green,,6.16,
28,1627862400000.0,82.84456130956563,33189959.405853625,117433440.74599902,0.28262783747979736,82.93,119.0,78.27,106.48,456740.31,1627948799999.0,2021-08-02,0.12699899921252356,,green,1.0,27.43,top
29,1627948800000.0,108.34809939332094,143833833.07781193,154647186.47319874,0.9300772704503044,106.74,130.61,101.91,105.31,435973.38,1628035199999.0,2021-08-03,0.18814476131297617,True,green,1.0,-1.1,
