,timestamp,prices,total_volume,market_caps,Vol_Mcap_ratio,Open,High,Low,Close,Volume,Close Time,Date,moving_avg_Vol_MCap,Un_Norm_Vol_MCap,Heiken_color,Greater,Slope,Pivot
0,1609459200000.0,88.32623523901846,234318366.07809088,1063588346.2053467,0.2203092643070866,88.35,90.832,84.645,90.711,193634.035,1609545599999.0,2021-01-01,,,green,,,
1,1609545600000.0,90.03660157396928,231721692.62476274,1079072669.9159973,0.21474150822743163,90.827,91.99,82.473,85.768,199756.529,1609631999999.0,2021-01-02,,,red,,-5.45,
2,1609632000000.0,86.06359621997568,236839371.81984958,1031438129.5907547,0.22962053178489794,85.754,95.0,81.291,93.778,290702.541,1609718399999.0,2021-01-03,,,green,,9.34,
3,1609718400000.0,93.11712094715737,302417463.9404646,1144026140.5399802,0.26434488970481357,93.789,115.522,86.01,114.271,658257.708,1609804799999.0,2021-01-04,,,green,1.0,21.85,
4,1609804800000.0,109.58481526125577,626597105.8325853,1307177513.8897305,0.4793511968914141,114.231,123.962,98.41,119.689,517557.043,1609891199999.0,2021-01-05,,,green,1.0,4.74,
5,1609891200000.0,120.05282960241281,616606750.2278315,1444937745.3552537,0.42673585918141543,119.686,120.5,107.752,115.191,303818.954,1609977599999.0,2021-01-06,,,green,,-3.76,
6,1609977600000.0,115.08723787913432,343045310.89294153,1396859729.5140812,0.2455832204514014,115.309,129.0,107.89,114.823,409727.426,1610063999999.0,2021-01-07,,,green,,-0.32,
7,1610064000000.0,115.50437259507443,403787021.15852,1395927335.9952984,0.28926077364236097,114.999,119.37,100.0,110.481,302116.471,1610150399999.0,2021-01-08,,,red,1.0,-3.78,
8,1610150400000.0,111.20215313030712,424083024.1500823,1342654490.8358502,0.31585417324011295,110.721,119.219,105.918,117.479,230440.996,1610236799999.0,2021-01-09,,,green,,6.33,
9,1610236800000.0,118.7175961948752,368143881.5903952,1444658076.7481136,0.2548311517553532,117.611,135.99,111.43,127.007,470126.599,1610323199999.0,2021-01-10,,,green,,8.11,
10,1610323200000.0,127.57434303417492,499745766.67913014,1549539171.5818508,0.32251250942495596,126.9,127.287,94.02,114.212,571591.062,1610409599999.0,2021-01-11,,,red,1.0,-10.07,
11,1610409600000.0,115.3358623192415,542819831.4175147,1394265294.9110885,0.38932320369641704,114.283,135.754,109.1,127.765,476089.841,1610495999999.0,2021-01-12,,,green,1.0,11.87,
12,1610496000000.0,126.66596768194633,584718918.0882947,1536481877.8806593,0.3805569896436557,127.661,147.928,119.838,146.811,426638.76,1610582399999.0,2021-01-13,,,green,,14.91,
13,1610582400000.0,147.59248470992014,561183308.1428058,1795039758.4677303,0.31263001585092426,146.818,154.944,139.141,147.53,250449.03,1610668799999.0,2021-01-14,0.3104039491287315,,green,,0.49,
